NAMA,PAKET,HARGA,DESKRIPSI_FASILITAS,ALAMAT,KOTA,LATITUDE,LONGITUDE
Galaxi Weding,Paket Amorea 4,IDR 35.000.000,"Dekorasi Kuade 14 Meter bunga segar, Karpet Jalan, Pergola, Gate, Handbucket, Pundi uang 2, Penjor, Bunga jalan 6, Pagar Jalan 6, Meja Akad Nikah, Handbuket, Pohon 4, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Cetak foto 4 roll,  Shooting Video (DVD),  Dekorbooth, 2 tenda full dekor, mc akad dan resepsi","Jl. Jojoran I No.124-126, Mojo, Kec. Gubeng, Kota SBY, Jawa Timur 60291",Surabaya,-7.273306,112.76886
Diva Wedding,Paket Gedung H,IDR 17.000.000,"Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi VIP 4 Meter X 16 Meter (64 M) Tertutup
Meja Penerima Tamu 2 Buah
Tempat Angpau 2 Buah
Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah)
Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah
Master Foto, Janur 2 Buah, Buku Tamu 2 Buah
Foto ukuran 17 R + Bingkai 1 Buah (setelah Foto Jadi), Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Busana dan Rias Keluarga 2 orang","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60244",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung G,IDR 24.800.000,"Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Tenda Dekorasi eksklusif, Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60245",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung F,IDR 30.900.000,"Taman Pelaminan (Mini Garden)
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan eksklusif 15 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Penjaga Prasmanan, Organ tunggal (lengkap)","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60246",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung E,IDR 34.700.000,"Taman Pelaminan (Mini Garden), 
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan Sentris 18m2 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias & Busana Keluarga 2 orang, Organ tunggal (lengkap), Kotak uang 2 buah, catering 300 porsi","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60247",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung D,IDR 41.300.000,"Taman Pelaminan (Mini Garden), 
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan Sentris 18m2 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias & Busana Keluarga 2 orang, Organ tunggal (lengkap), Kotak uang 2 buah, catering 360 porsi, buffet keluarga 40 porsi","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60248",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung C,IDR 46.700.000,"Taman Pelaminan (Mini Garden), 
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan Sentris 18m2 , Panggung Pelaminan 18m2, Dekor Pelaminan eksklusif 15 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 3 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias & Busana Keluarga 2 orang, Organ tunggal (lengkap), Kotak uang 2 buah, catering 400 porsi, buffet keluarga 40 porsi, Genset untuk kelistrikan i set","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60249",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung B,IDR 56.000.000,"Taman Pelaminan (Mini Garden), 
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan Sentris 18m2 , Panggung Pelaminan 18m2, Dekor Pelaminan eksklusif 15 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah, Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 3 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias & Busana Keluarga 4 orang, Organ tunggal (lengkap), Adat Lengser  (biasa), Kotak uang 2 buah, catering 500 porsi, buffet keluarga 50 porsi, Genset untuk kelistrikan i set","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60250",Surabaya,-7.306144,112.741651
Diva Wedding,Paket Gedung A,IDR 62.000.000,"Taman Pelaminan (Mini Garden), 
Gazebo Pintu Masuk (Wedding Gate)
Dekorasi Pelaminan Sentris 18m2 , Panggung Pelaminan 18m2, Dekor Pelaminan eksklusif 15 (bunga basah), Meja Penerima Tamu 2 Buah,Tirai tutup dinding 100m2,  Kipas Angin Blower Air 2 Buah, Standing Foto 2 Buah, Pemanas Makanan dan Nasi Roll-top 1 set (6 Buah), Piring, Sendok, Garpu 200 Buah, Meja Gubuk-an 3 Buah, Master Foto, Janur 2 Buah, Buku Tamu 2 Buah,Karpet Jalan 30m2,  Photografi 1 album, Gapura Masuk, Sound System, Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 3 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias & Busana Keluarga 4 pasang, Organ tunggal (lengkap), Adat Lengser  (biasa), Kotak uang 2 buah, catering 600 porsi, buffet keluarga 50 porsi, Genset untuk kelistrikan i set","Jl. Gembili Raya No.5, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60251",Surabaya,-7.306144,112.741651
Ben Bagoes Wedding,Paket Ekonomis 1,IDR 13.900.000,"Dekorasi minimalis 4-6 m, pelaminan, taman, penjor, kotak sumbangan,Rias sepasang pengantin+termasuk busana akad, Rias sepasang ortu dan besan +termasuk busana, Rias buku tamu 2 + termasuk busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Catering 100 pax  senilai 28.500","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60182",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Ekonomis 2,IDR 19.500.000,"Dekorasi minimalis 4-6 m, pelaminan, taman, penjor,kotak sumbangan, Rias sepasang pengantin+termasuk busana akad dan busana resepsi, Rias sepasang ortu dan besan +termasuk busana, Rias buku tamu 2 + termasuk busana, Rias among tamu 2 pasang + termasuk busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 100 pcs (total senilai @Rp 5000), Catering 200 pax  senilai 28.500, Gubug 150 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug 150 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering free 10 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60183",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Standar 1,IDR 29.800.000,"Dekorasi Standar 6-8 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+termasuk busana akad dan busana resepsi, Rias sepasang ortu dan besan +termasuk busana, Rias buku tamu 2 + termasuk busana, Rias among tamu 2 pasang + termasuk busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 100 pcs (total senilai @Rp 5000), Catering 200 pax  senilai 28.500, Gubug 200 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =200 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering free 10 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60184",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Standar 2,IDR 39.800.000,"Dekorasi Standar 6-8 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+termasuk busana akad dan busana resepsi, Rias sepasang ortu dan besan +termasuk busana, Rias buku tamu 2 + termasuk busana, Rias among tamu 2 pasang + termasuk busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 100 pcs (total senilai @Rp 5000), Catering 200 pax  senilai 28.500, Gubug 200 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =200 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering free 10 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60185",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Lengkap 1,IDR 21.900.000,"Dekorasi Standar 6-8 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Catering 100 pax  senilai 31.500, Snack jajan pasar 1 tambir,   free meja akad, buku tamu +bolpen","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60186",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Lengkap 2,IDR 35.700.000,"Dekorasi Standar 8 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 100 pcs (total senilai @Rp 5000), Catering 400 pax  senilai 28.500, Gubug 100 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =100 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering free 10 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen, Venue/Gedung : Joglo yoso","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60187",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Hemat 1,IDR 25.700.000,"Dekorasi Standar 4-6 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Catering 300 pax  senilai 26.000, Snack jajan pasar 1 tambir,   free meja akad, buku tamu +bolpen","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60188",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Hemat 2,IDR 35.600.000,"Dekorasi Standar 8 m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 200 pcs (total senilai @Rp 5000), Catering 400 pax  senilai 28.500, Gubug 200 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =200 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering free 10 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60189",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Hemat 3,IDR 55.600.000,"Dekorasi Medium, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Dekorasi photoboth, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 200 pcs (total senilai @Rp 5000), Catering 400 pax  senilai 31.500, Gubug 200 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =200 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering keluarga 20 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone, mobil pengantin standar, Foto Prewedding Indoor , make up, file foto , 10R=5, 12 R 2+frame","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60190",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Hemat 4,IDR 89.600.000,"Dekorasi Spesial 10-12m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Dekorasi photoboth, Rias sepasang pengantin+ busana akad dan busana resepsi, Henna, prosesi adat, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, video cinematic (1-3 menit), Undangan dan souvenir 300 pcs (total senilai @Rp 10000), Catering 800 pax  senilai 37.500, Gubug 400 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =400 pax: bakso/sate ayam/pempek/siomay/dll @8500, Gubug 200 pax: empal genthong/ sop empal/salad solo/mie oriental dll @10.000, Gubug 200 pax: zupa sop/lasagna/kambing guling/ suki dll @13.500, catering keluarga 20 pax, Chocolate fountain 400 pcs/ minibar cake, Dekoratif catering medium,MC  & 6 Tim Wedding Organizer ,rundown acara ,free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone, mobil pengantin bmw + hias mobil pengantin, Foto Prewedding Indoor , make up, ","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60191",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Medium,IDR 59.500.000,"Dekorasi Medium 8-10m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Dekorasi photoboth, Rias sepasang pengantin+ busana akad dan busana resepsi, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, Undangan dan souvenir 200 pcs (total senilai @Rp 5000), Catering 600 pax  senilai 31.500, Gubug 300 pax: pecel/gado2/bakmi goreng/dll @7500, Gubug =300 pax: bakso/sate ayam/pempek/siomay/dll @8500,  catering keluarga 20 pax, free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone, mobil pengantin standar, Foto Prewedding Indoor , make up, file foto , 10R=5, 12 R 2+frame","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60192",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Spesial,IDR 99.500.000,"Dekorasi Spesial 10-12m, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Dekorasi photoboth, dekorasi area buku tamu, Rias sepasang pengantin+ busana akad dan busana resepsi, Henna, prosesi adat, Rias sepasang ortu dan besan + busana, Rias buku tamu 2 + busana, Rias among tamu 2 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, video cinematic (1-3 menit), Cetak foto photoboth (250 foto/ 2 jam unlimited)/ efek asap/efek firewalk,  Undangan dan souvenir 300 pcs (total senilai @Rp 10000),Catering 1000 pax  senilai 37.500, Gubug 500 pax: dimsum/gado2/bakmi goreng/dll @7500, Gubug =400 pax: bakso/sate ayam/pempek/siomay/dll @8500, Gubug 500 pax: empal genthong/ sop empal/salad solo/mie oriental dll @10.000, Gubug 500 pax: zupa sop/lasagna/kambing guling/ suki dll @13.500, catering keluarga 20 pax, Chocolate fountain 400 pcs/ minibar cake, Dekoratif catering medium,MC  & 6 Tim Wedding Organizer ,rundown acara ,free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone, mobil pengantin bmw + hias mobil pengantin, Foto Prewedding Indoor , make up, ","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60193",Surabaya,-7.25199,112.710869
Ben Bagoes Wedding,Paket Komplit,IDR 124.000.000,"Acara Siraman, Dekorasi Kamar Pengantin, Dekorasi modern/klasik 12-15 M, pelaminan, taman, penjor,kotak sumbangan, karpet jalan, standing flower, welcome gate/pergola, Dekorasi photoboth, dekorasi area buku tamu, Rias sepasang pengantin+ busana akad dan busana resepsi, Henna, prosesi adat, Rias sepasang ortu dan besan + busana, Rias buku tamu 4 orang + busana, Rias among tamu 4 pasang +busana, Foto video shooting, cetak 4R=120 file, 12R+figura, all foto CD, CD video, video cinematic (1-3 menit), Cetak foto photoboth (250 foto/ 2 jam unlimited)/ efek asap/efek firewalk,  Undangan dan souvenir 300 pcs (total senilai @Rp 10000),Catering 1000 pax  senilai 37.500, Gubug 500 pax: dimsum/gado2/bakmi goreng/dll @7500, Gubug =400 pax: bakso/sate ayam/pempek/siomay/dll @8500, Gubug 500 pax: empal genthong/ sop empal/salad solo/mie oriental dll @10.000, Gubug 500 pax: zupa sop/lasagna/kambing guling/ suki dll @13.500, catering keluarga 20 pax, Chocolate fountain 400 pcs/ minibar cake, Dekoratif catering medium,MC  & 6 Tim Wedding Organizer ,rundown acara ,free undangan digital pernikahan, free meja akad, buku tamu +bolpen, electone 2 singer, saxophone, mobil pengantin bmw + hias mobil pengantin + dry ice, Foto Prewedding Indoor + make up, dekoratif catering dan area VIP special,pohon artificial area catering","Jl. Asem Mulya No.81- 83, Asem Rowo, Kec. Asemrowo, Kota SBY, Jawa Timur 60194",Surabaya,-7.25199,112.710869
